key,dateCreated,latitude,longitude,altitude,deviceId,entryId,lastEdited,timeUploaded,projectName,photo,info,
ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDwiLyMCgw,2014-09-19 09:20:30.457000,59.6780170128,10.6079488993,7.75341796875,FFFFFFFFC5C93379D0FA4592A21BB0B918D16CB9,401F4F31-3509-46C9-9506-BB384CED64B2-10244-00000B05A1FC707C,2014-09-19 09:21:14.424000,2014-09-19 09:30:08.363580,Oscarsborg,"http://epicollectserver.appspot.com/showImageWithKey?imageKey=ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDwiLyMCgw","Iphone post 12",
ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDwkbCOCgw,2014-09-19 08:31:48.791000,59.6784281871,10.6056027208,0.689453125,FFFFFFFFC5C93379D0FA4592A21BB0B918D16CB9,10E45480-8979-4283-885A-43DDCE3669B0-10155-00000AFCE08A4786,2014-09-19 08:33:19.816000,2014-09-19 08:33:23.329020,Oscarsborg,"http://epicollectserver.appspot.com/showImageWithKey?imageKey=ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDwkbCOCgw","iphone Post 1 ved nr 19",
ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDwjNiOCgw,2014-09-19 08:32:02.703000,59.67834678,10.60556882,38.0,52c382d2116756d3,52c382d2116756d3_1411115522703,2014-09-19 08:32:02.703000,2014-09-19 08:33:08.855150,Oscarsborg,"http://epicollectserver.appspot.com/showImageWithKey?imageKey=ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDwjNiOCgw","s4 1",
ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDwt4KcCgw,2014-09-19 08:36:16.815000,59.6785526164,10.6039274298,5.18731689453,FFFFFFFFC5C93379D0FA4592A21BB0B918D16CB9,7526A1F1-A8CF-4A20-9E3F-C55E4EB5181E-10164-00000AFDD9739798,2014-09-19 08:36:56.150000,2014-09-19 08:37:02.646870,Oscarsborg,"http://epicollectserver.appspot.com/showImageWithKey?imageKey=ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDwt4KcCgw","Iphone post 2",
ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDwsuefCgw,2014-09-19 09:00:17.496000,59.6789547,10.6068123,49.0,52c382d2116756d3,52c382d2116756d3_1411117217496,2014-09-19 09:00:17.496000,2014-09-19 09:07:13.682880,Oscarsborg,"http://epicollectserver.appspot.com/showImageWithKey?imageKey=ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDwsuefCgw","s4 9",
ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDwjJahCgw,2014-09-19 11:13:11.774000,59.67545888,10.60633956,64.0,52c382d2116756d3,52c382d2116756d3_1411125191774,2014-09-19 11:13:11.774000,2014-09-19 11:13:56.212310,Oscarsborg,"http://epicollectserver.appspot.com/showImageWithKey?imageKey=ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDwjJahCgw","s4 27",
ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDw1pjGCgw,2014-09-19 11:10:19.247000,59.67546523,10.60636133,68.0,52c382d2116756d3,52c382d2116756d3_1411125019247,2014-09-19 11:10:19.247000,2014-09-19 11:10:56.635110,Oscarsborg,"http://epicollectserver.appspot.com/showImageWithKey?imageKey=ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDw1pjGCgw","s4 25",
ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDwu8DRCgw,2014-09-19 11:05:31.208000,59.6751254658,10.6068307534,29.5819091797,FFFFFFFFC5C93379D0FA4592A21BB0B918D16CB9,288F03C2-D522-4551-88CD-51D27687A7A8-10335-00000B1469456386,2014-09-19 11:06:18.545000,2014-09-19 11:06:25.977450,Oscarsborg,"http://epicollectserver.appspot.com/showImageWithKey?imageKey=ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDwu8DRCgw","Iphone post 25",
ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDw263eCgw,2014-09-19 11:00:39.990000,59.67448582,10.60844623,72.0,52c382d2116756d3,52c382d2116756d3_1411124439990,2014-09-19 11:00:39.990000,2014-09-19 11:01:14.696790,Oscarsborg,"http://epicollectserver.appspot.com/showImageWithKey?imageKey=ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDw263eCgw","s4 23",
ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDwkdqBCww,2014-09-19 11:15:25.527000,59.67536749,10.60543022,44.0,52c382d2116756d3,52c382d2116756d3_1411125325527,2014-09-19 11:15:25.527000,2014-09-19 11:16:17.471740,Oscarsborg,"http://epicollectserver.appspot.com/showImageWithKey?imageKey=ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDwkdqBCww","s4 28",
ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDwt-aDCww,2014-09-19 08:43:11.135000,59.6793599194,10.6042537373,17.9957885742,FFFFFFFFC5C93379D0FA4592A21BB0B918D16CB9,59A9E19B-C651-4E7E-A1FB-713ED37F7867-10178-00000AFF961FF10C,2014-09-19 08:43:46.894000,2014-09-19 08:55:31.905390,Oscarsborg,"http://epicollectserver.appspot.com/showImageWithKey?imageKey=ahZzfmVwaWNvbGxlY3RzZXJ2ZXItaHJkchILEgVFbnRyeRiAgIDwt-aDCww","Iphone post 4",
